,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes
8417,127,0,0,Eb-6,Eb-6,Eb6,0
8418,127,0,0,Ab6,Ab6,Ab6,0
8419,127,0,0,Ab-6,Dbm7b5,Ab-6,0
8420,127,0,0,Db6,Db6,Db6,0
8421,127,0,0,Gb-7,Gb-7,Gb-7,0
8422,127,0,0,B-7,B-7,B-7,0
8423,127,0,0,F-6,F-6,F-6,0
8424,127,0,0,Bb-6,Bb6,Bb-6,0
8425,127,0,0,Eb6,Eb-6,Eb6,0
8426,127,0,0,Ab6,Ab6,Eb-6,0
8427,127,0,0,C6,Db6,Db6,0
8428,127,0,0,F6,F6,F6,0
8429,127,0,0,Bb6,Bb-6,Bb6,0
8430,127,0,0,Eb6,Bb-6,Eb-6,0
8431,127,0,0,Ab6,Ab6,Ab6,0
8432,127,0,0,D7#5,Db6,Db-7,0
8433,127,0,0,Bb6,Bb6,Bb6,0
8434,127,0,0,Eb-6,Eb-6,Eb-6,0
8435,127,0,0,Ab6,Ab6,Ab6,0
8436,127,0,0,F-6,Dbm7b5,D7#5,0
8437,127,0,0,Bb-6,Bb6,Bb-6,0
8438,127,0,0,Eb-6,Eb6,Eb-6,0
8439,127,0,0,Ab6,Ab6,Ab6,0
8440,127,0,0,Ab-6,Dbm7b5,D7#5,0
8441,127,0,0,Db6,Db6,Db6,0
8442,127,0,0,Gb-7,Gb-7,Gb-7,0
8443,127,0,0,B-7,B-7,B-7,0
8444,127,0,0,F-6,Bb-6,F-6,0
8445,127,0,0,Bb-6,Bb6,Bb-6,0
8446,127,0,0,Eb-6,Eb-6,Eb6,0
8447,127,0,0,Ab6,Ab6,Ab6,0
8448,128,0,0,G6,F6,Esus47,0
8449,128,0,0,Bsus47,C6,Bsus47,0
8450,128,0,0,G6,G6,G6,0
8451,128,0,0,Bsus47,Bsus47,Bsus47,0
8452,128,0,0,Bsus47,G6,Bsus47,0
8453,128,0,0,G6,G6,G6,0
8454,128,0,0,Bsus47,Bsus47,Bsus47,0
8455,128,0,0,G6,G6,G6,0
8456,128,0,0,Bsus47,Bsus47,Bsus47,0
8457,128,0,0,C6,G6,Bsus47,0
8458,128,0,0,F6,G6,F6,0
8459,128,0,0,Bb6,G6,Bb6,0
8460,128,0,0,Ab6,G6,Ab6,0
8461,128,0,0,G6,G6,G6,0
8462,128,0,0,Bsus47,Bsus47,Bsus47,0
8463,128,0,0,G6,G6,Bsus47,0
8464,128,0,0,Bsus47,Bsus47,Bsus47,0
8465,128,0,0,G6,G6,G6,0
8466,128,0,0,Bsus47,Bsus47,Bsus47,0
8467,129,0,0,C#sus47,C-6,C#sus47,0
8468,129,0,0,A7#5,C-6,C#sus47,0
8469,129,0,0,G6,G6,C-6,0
8470,129,0,0,C#sus47,C#sus47,C#sus47,0
8471,129,0,0,C#sus47,C#sus47,C#sus47,0
8472,129,0,0,A7#5,C#sus47,C#sus47,0
8473,129,0,0,G6,G6,G6,0
8474,129,0,0,C#sus47,C#sus47,C#sus47,0
8475,129,0,0,C#sus47,C#sus47,C#sus47,0
8476,129,0,0,A7#5,C#sus47,A7#5,0
8477,129,0,0,G6,G6,G6,0
8478,129,0,0,C#sus47,C#sus47,C#sus47,0
8479,129,0,0,C#sus47,C#sus47,C#sus47,0
8480,129,0,0,A7#5,C#sus47,A7#5,0
8481,129,0,0,G6,G6,G6,0
8482,129,0,0,C#sus47,C#sus47,C#sus47,0
8483,129,0,0,C#sus47,C#sus47,C#sus47,0
8484,129,0,0,A7#5,C#sus47,A7#5,0
8485,129,0,0,G6,G6,G6,0
8486,129,0,0,C#sus47,C#sus47,C#sus47,0
8487,129,0,0,C#sus47,C#sus47,C#sus47,0
8488,129,0,0,A7#5,C#sus47,A7#5,0
8489,129,0,0,G6,G6,G6,0
8490,129,0,0,C#sus47,C#sus47,C#sus47,0
8491,129,0,0,C#sus47,C#sus47,A7#5,0
8492,129,0,0,A7#5,C#sus47,A7#5,0
8493,129,0,0,G6,G6,G6,0
8494,129,0,0,C#sus47,C#sus47,C#sus47,0
8495,129,0,0,C#sus47,C#sus47,C#sus47,0
8496,129,0,0,A7#5,C#sus47,A7#5,0
8497,129,0,0,G6,G6,G6,0
8498,129,0,0,C6,C#sus47,C#sus47,0
8499,129,0,0,F6,F6,F6,0
8500,129,0,0,Bb6,Bb6,C-6,0
8501,129,0,0,Eb6,G6,Eb6,0
8502,129,0,0,D#dim,Ab6,Abm7b5,0
8503,129,0,0,G6,G6,G7,0
8504,129,0,0,C#sus47,C#sus47,C#sus47,0
8505,129,0,0,C#sus47,C#sus47,C#sus47,0
8506,129,0,0,A7#5,C#sus47,A7#5,0
8507,129,0,0,G6,G6,G6,0
8508,129,0,0,C#sus47,C#sus47,C#sus47,0
8509,129,0,0,C#sus47,C#sus47,C#sus47,0
8510,129,0,0,A7#5,A7#5,C#sus47,0
8511,129,0,0,G6,G6,G6,0
8512,129,0,0,C#sus47,C#sus47,C#sus47,0
8513,129,0,0,C#sus47,C#sus47,C#sus47,0
8514,129,0,0,A7#5,A7#5,A7#5,0
8515,129,0,0,G6,G6,G6,0
8516,129,0,0,C#sus47,C#sus47,C#sus47,0
8517,129,0,0,C#sus47,C#sus47,C#sus47,0
8518,129,0,0,A7#5,A7#5,A7#5,0
8519,129,0,0,G6,G6,G6,0
8520,130,0,0,G-6,G6,G6,0
8521,130,0,0,C-6,C6,C-6,0
8522,130,0,0,F6,F6,F6,0
8523,130,0,0,Bb-7,Bbm7b5,F-6,0
8524,130,0,0,G-6,G-6,G-6,0
8525,130,0,0,C-6,C-6,C-6,0
8526,130,0,0,F6,F6,F6,0
8527,130,0,0,Bb-7,Bbm7b5,F-6,0
8528,130,0,0,Bb6,G-6,G-6,0
8529,130,0,0,Eb-maj7,C-6,Eb6,0
8530,130,0,0,Edim,D6,D-6,0
8531,130,0,0,Bb-7,C-6,D-6,0
8532,130,0,0,F6,B7#5,G6,0
8533,130,0,0,Bb-7,B7#5,Bb-7,0
8534,130,0,0,Bb-7,B7#5,G6,0
8535,130,0,0,G-6,B7#5,G6,0
8536,130,0,0,C-6,C6,C-6,0
8537,130,0,0,F6,F6,F6,0
8538,130,0,0,Bb-7,B7#5,F-6,0
8539,130,0,0,G-6,B7#5,G-6,0
8540,130,0,0,C-6,C-6,C-6,0
8541,130,0,0,F6,F6,F6,0
8542,130,0,0,Bb-7,F-6,F-6,0
8543,130,0,0,Bb6,C-6,G-6,0
8544,130,0,0,Eb-maj7,C-6,Eb6,0
8545,130,0,0,Edim,C-6,D6,0
8546,130,0,0,Bb-7,C-6,F-6,0
8547,130,0,0,F6,B7#5,G6,0
8548,130,0,0,Bb-7,B7#5,Bb-7,0
8549,130,0,0,D6,B7#5,G6,0
8550,130,0,0,D6,G6,G6,0
8551,130,0,0,G6,G6,G6,0
8552,130,0,0,G6,C6,C6,0
8553,130,0,0,C6,C6,C6,0
8554,130,0,0,C6,F6,F6,0
8555,130,0,0,F6,F6,F6,0
8556,130,0,0,F6,B7#5,B7#5,0
8557,130,0,0,Bb-7,Bb6,B7#5,0
8558,130,0,0,G-6,G6,G6,0
8559,130,0,0,C-6,C6,C-6,0
8560,130,0,0,F6,F6,F6,0
8561,130,0,0,Bb-7,B7#5,B7#5,0
8562,130,0,0,G-6,G6,G6,0
8563,130,0,0,C-6,C-6,C-6,0
8564,130,0,0,F6,F6,F6,0
8565,130,0,0,Bb-7,B7#5,B7#5,0
8566,130,0,0,Bb6,G-6,G6,0
8567,130,0,0,Eb-maj7,C-6,C-6,0
8568,130,0,0,Edim,D6,D6,0
8569,130,0,0,Bb-7,G6,F-6,0
8570,130,0,0,F6,G6,G6,0
8571,130,0,0,Bb-7,B7#5,B7#5,0
8572,130,0,0,Bb-7,B7#5,G6,0
8573,130,0,0,G-6,B7#5,G6,0
8574,130,0,0,C-6,C6,C-6,0
8575,130,0,0,F6,F6,F6,0
8576,130,0,0,Bb-7,B7#5,B7#5,0
8577,130,0,0,G-6,B7#5,G-6,0
8578,130,0,0,C-6,C-6,C-6,0
8579,130,0,0,F6,F6,F6,0
8580,130,0,0,Bb-7,B7#5,F-6,0
8581,130,0,0,Bb6,G-6,G-6,0
8582,130,0,0,Eb-maj7,C-6,C-6,0
8583,130,0,0,Edim,D6,D6,0
8584,130,0,0,Bb-7,G6,F-6,0
8585,130,0,0,F6,B7#5,G6,0
8586,130,0,0,Bb-7,B7#5,B7#5,0
8587,130,0,0,Bb-7,B7#5,G6,0
8588,130,0,0,G-6,B7#5,Bb6,0
8589,130,0,0,C-6,C6,C-6,0
8590,130,0,0,F6,F6,F6,0
8591,130,0,0,Bb-7,B7#5,B7#5,0
8592,130,0,0,G-6,B7#5,G-6,0
8593,130,0,0,C-6,C-6,C-6,0
8594,130,0,0,F6,F6,F6,0
8595,130,0,0,Bb-7,B7#5,F-6,0
8596,130,0,0,Bb6,G-6,G-6,0
8597,130,0,0,Eb-maj7,C-6,Eb6,0
8598,130,0,0,Edim,D6,D6,0
8599,130,0,0,Bb-7,C-6,F-6,0
8600,130,0,0,F6,B7#5,G6,0
8601,130,0,0,Bb-7,B7#5,B7#5,0
8602,130,0,0,D6,B7#5,G6,0
8603,130,0,0,D6,G6,G6,0
8604,130,0,0,G6,G6,G6,0
8605,130,0,0,G6,C-6,C6,0
8606,130,0,0,C6,C6,C6,0
8607,130,0,0,C6,F6,F6,0
8608,130,0,0,F6,F6,F6,0
8609,130,0,0,F6,B7#5,B7#5,0
8610,130,0,0,Bb-7,Bb6,B7#5,0
8611,130,0,0,G-6,G6,G6,0
8612,130,0,0,C-6,C6,C-6,0
8613,130,0,0,F6,F6,F6,0
8614,130,0,0,Bb-7,B7#5,B7#5,0
8615,130,0,0,G-6,G6,G6,0
8616,130,0,0,C-6,C-6,C-6,0
8617,130,0,0,F6,F6,F6,0
8618,130,0,0,Bb-7,B7#5,B7#5,0
8619,130,0,0,Bb6,G-6,G-6,0
8620,130,0,0,Eb6,C-6,Eb6,0
8621,130,0,0,Edim,Bb6,D6,0
8622,130,0,0,Bb-7,F-6,D-6,0
8623,130,0,0,F6,G6,G6,0
8624,130,0,0,Bb-7,Bb6,B7#5,0
8625,130,0,0,Bb-7,B7#5,G6,0
8626,131,0,0,Eb6,Eb6,Eb6,0
8627,131,0,0,Bb6,Bb6,Bb6,0
8628,131,0,0,C-6,Eb6,C-6,0
8629,131,0,0,F6,F6,F6,0
8630,131,0,0,Bb6,Bb6,Bb6,0
8631,131,0,0,Bb6,F6,Bb6,0
8632,131,0,0,Eb6,Eb6,Eb6,0
8633,131,0,0,Bb6,Bb6,Bb6,0
8634,131,0,0,C-6,Eb6,C-6,0
8635,131,0,0,F6,F6,F6,0
8636,131,0,0,Bb6,Bb6,Bb6,0
8637,131,0,0,Bb6,F6,Bb6,0
8638,132,0,0,Bbm7b5,Bb6,Bb6,0
8639,132,0,0,Bbsus47,Bb6,Bbsus47,0
8640,132,0,0,C-6,Bb6,C-6,0
8641,132,0,0,F6,F6,F6,0
8642,132,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
8643,132,0,0,F6,F-6,F6,0
8644,132,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
8645,132,0,0,Bbsus47,G6,Bbsus47,0
8646,132,0,0,C-6,C-6,C-6,0
8647,132,0,0,F6,F6,F6,0
8648,132,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
8649,132,0,0,Bb6,F-6,Bbsus47,0
8650,132,0,0,Eb6,Ebm7b5,Eb6,0
8651,132,0,0,C6,Ab6,C6,0
8652,132,0,0,F6,F-6,F6,0
8653,132,0,0,Bbm7b5,Bb6,Bbm7b5,0
8654,132,0,0,Bbsus47,Bb6,Bbsus47,0
8655,132,0,0,C-6,G6,C-6,0
8656,132,0,0,F6,F6,F6,0
8657,132,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
8658,132,0,0,Bbm7b5,F-6,Bbsus47,0
8659,133,0,0,G6,G6,G6,0
8660,133,0,0,C-6,C-6,C-6,0
8661,133,0,0,F6,F6,F6,0
8662,133,0,0,Bb-7,B7#5,Bb-7,0
8663,133,0,0,G-6,G6,G-6,0
8664,133,0,0,C6,C-6,C-6,0
8665,133,0,0,F6,F6,F6,0
8666,133,0,0,Bb6,Bb6,F-6,0
8667,133,0,0,Eb-maj7,F6,Eb6,0
8668,133,0,0,Eb-,Bb6,C-6,0
8669,133,0,0,D-6,Bb6,Bb-7,0
8670,133,0,0,G6,G6,G6,0
8671,133,0,0,C-6,C-6,C-6,0
8672,133,0,0,F6,F6,F6,0
8673,133,0,0,Bb-7,B7#5,B7#5,0
8674,133,0,0,G6,G6,G6,0
8675,133,0,0,C-6,C-6,C-6,0
8676,133,0,0,F6,F6,F6,0
8677,133,0,0,Bb-7,B7#5,Bb-7,0
8678,133,0,0,G-6,G6,G6,0
8679,133,0,0,C6,C6,C-6,0
8680,133,0,0,F6,F6,F-6,0
8681,133,0,0,Bb6,Bb6,Bb-7,0
8682,133,0,0,Eb-maj7,F6,Eb6,0
8683,133,0,0,Eb-,Bb6,Eb-6,0
8684,133,0,0,D-6,D-6,Bb-7,0
8685,133,0,0,G6,G6,G6,0
8686,133,0,0,C-6,C-6,C-6,0
8687,133,0,0,F6,F6,F6,0
8688,133,0,0,Bb-7,B7#5,Bb-7,0
8689,133,0,0,D6,G6,G6,0
8690,133,0,0,G6,G6,G6,0
8691,133,0,0,C6,C6,C6,0
8692,133,0,0,F6,F6,F6,0
8693,133,0,0,Bb-7,B7#5,B7#5,0
8694,133,0,0,G6,G6,G6,0
8695,133,0,0,C-6,C-6,C-6,0
8696,133,0,0,F6,F6,F6,0
8697,133,0,0,Bb-7,B7#5,B7#5,0
8698,133,0,0,G-6,G6,G6,0
8699,133,0,0,C6,C6,C-6,0
8700,133,0,0,F6,F6,F6,0
8701,133,0,0,Bb6,Bb6,F-6,0
8702,133,0,0,Eb-maj7,F6,Eb6,0
8703,133,0,0,Eb-,Bb6,Eb-6,0
8704,133,0,0,D-6,Bb6,Bb-7,0
8705,133,0,0,G6,G6,G6,0
8706,133,0,0,C-6,C-6,C-6,0
8707,133,0,0,F6,F6,F6,0
8708,133,0,0,Bb-7,B7#5,B7#5,0
8709,134,0,0,Gdim7,Bb6,Bb6,0
8710,134,0,0,F+,C6,C6,0
8711,134,0,0,Bb-,G-6,C6,0
8712,134,0,0,F+,G-6,Esus47,0
8713,134,0,0,Gdim7,Bb-6,A6,0
8714,134,0,0,C6,C6,C6,0
8715,134,0,0,F+,F-6,F6,0
8716,134,0,0,Gdim7,Bb-6,A6,0
8717,134,0,0,F+,C6,C6,0
8718,134,0,0,Bb-,G-6,A6,0
8719,134,0,0,F+,G-6,Esus47,0
8720,134,0,0,C6,Bb-6,A6,0
8721,134,0,0,F+,F-6,F6,0
8722,134,0,0,F+,Bb-6,C6,0
8723,134,0,0,Gdim7,G-6,C6,0
8724,134,0,0,F+,C6,C6,0
8725,134,0,0,Bb-,G-6,C6,0
8726,134,0,0,F+,G-6,Esus47,0
8727,134,0,0,Gdim7,Bb-6,C6,0
8728,134,0,0,C6,C6,C6,0
8729,134,0,0,F+,Fm7b5,C6,0
8730,134,0,0,Gdim7,Bb-6,C6,0
8731,134,0,0,F+,C6,C6,0
8732,134,0,0,Bb-,G-6,C6,0
8733,134,0,0,F+,G-6,Esus47,0
8734,134,0,0,C6,Bb-6,C6,0
8735,134,0,0,F+,Fm7b5,F6,0
8736,134,0,0,F-6,C6,C6,0
8737,134,0,0,Bb6,G-6,E-,0
8738,134,0,0,Ebm7b5,Ebm7b5,E7#5,0
8739,134,0,0,Ebm7b5,Adim7,Ebsus47,0
8740,134,0,0,Eb-6,Ab6,Ebsus47,0
8741,134,0,0,Ab6,Ab6,Ab6,0
8742,134,0,0,Dbm7b5,Dbm7b5,G6,0
8743,134,0,0,Gdim7,Bb-6,G6,0
8744,134,0,0,C6,C6,C6,0
8745,134,0,0,F+,F-6,F-,0
8746,134,0,0,Gdim7,Bb-6,C6,0
8747,134,0,0,F+,C6,C6,0
8748,134,0,0,Bb-,F-6,F-6,0
8749,134,0,0,F+,G-6,Esus47,0
8750,134,0,0,Gdim7,Bb-6,C7,0
8751,134,0,0,C6,C6,C6,0
8752,134,0,0,F+,F-6,C6,0
8753,134,0,0,Gdim7,Bb-6,C6,0
8754,134,0,0,F+,C6,C6,0
8755,134,0,0,Bb-,Bb-6,C6,0
8756,134,0,0,F+,G-6,Esus47,0
8757,134,0,0,C6,Bb-6,F-6,0
8758,134,0,0,F+,F-6,F-,0
8759,134,0,0,F+,Bb-6,C6,0
8760,134,0,0,Gdim7,F-6,F-6,0
8761,134,0,0,F+,C6,C6,0
8762,134,0,0,Bb-,Bb-6,F-6,0
8763,134,0,0,F+,Eb6,Esus47,0
8764,134,0,0,Gdim7,Bb-6,F-6,0
8765,134,0,0,C6,C6,C6,0
8766,134,0,0,F+,F-6,C6,0
8767,134,0,0,Gdim7,Bb-6,C6,0
8768,134,0,0,F+,C6,C6,0
8769,134,0,0,Bb-,Bb-6,C6,0
8770,134,0,0,F+,Eb6,C-6,0
8771,134,0,0,C6,Bb-6,F-6,0
8772,134,0,0,F+,F-6,F-,0
8773,134,0,0,F+,C6,C6,0
8774,134,0,0,Gdim7,F-6,C6,0
8775,134,0,0,F+,C6,C6,0
8776,134,0,0,Bb-,Bb-6,C6,0
8777,134,0,0,F+,Eb6,C-6,0
8778,134,0,0,Gdim7,Bb-6,F-6,0
8779,134,0,0,C6,C6,C6,0
8780,134,0,0,F+,F-6,F-6,0
8781,134,0,0,Gdim7,Bb-6,C6,0
8782,134,0,0,F+,C6,C6,0
8783,134,0,0,Bb-,Bb-6,C6,0
8784,134,0,0,F+,Eb6,C-6,0
8785,134,0,0,C6,Bb-6,F-6,0
8786,134,0,0,F+,F-6,F-6,0
8787,134,0,0,F-6,C6,F-6,0
8788,134,0,0,Bb6,Bb-6,Bb6,0
8789,134,0,0,Ebm7b5,Ebm7b5,F-6,0
8790,134,0,0,Ebm7b5,Ddim7,Ebsus47,0
8791,134,0,0,Eb-6,Ab6,Bb6,0
8792,134,0,0,Ab6,Ab6,Ab6,0
8793,134,0,0,Dbm7b5,Dbm7b5,G6,0
8794,134,0,0,Gdim7,Bb-6,G6,0
8795,134,0,0,C6,C6,C6,0
8796,134,0,0,F+,F-6,F-,0
8797,134,0,0,Gdim7,Bb-6,C6,0
8798,134,0,0,F+,C6,C6,0
8799,134,0,0,Bb-,Bb-6,F-6,0
8800,134,0,0,F+,Eb-6,Esus47,0
8801,134,0,0,Gdim7,Bb-6,F-6,0
8802,134,0,0,C6,C6,C6,0
8803,134,0,0,F+,F-6,F-6,0
8804,134,0,0,Gdim7,Bb-6,C6,0
8805,134,0,0,F+,C6,C6,0
8806,134,0,0,Bb-,Bb-6,C6,0
8807,134,0,0,F+,Eb-6,Esus47,0
8808,134,0,0,C6,Bb-6,F-6,0
8809,134,0,0,F+,F-6,F-6,0
8810,134,0,0,F+,C6,Bb6,0
8811,134,0,0,Gdim7,F-6,Bb6,0
8812,134,0,0,F+,C6,C6,0
8813,134,0,0,Bb-,Bb-6,F-6,0
8814,134,0,0,F+,Eb-6,Esus47,0
8815,134,0,0,Gdim7,Bb-6,F-6,0
8816,134,0,0,C6,C6,C6,0
8817,134,0,0,F+,F-6,F+,0
8818,134,0,0,Gdim7,Bb-6,C6,0
8819,134,0,0,F+,C6,C6,0
8820,134,0,0,Bb-,Bb-6,C6,0
8821,134,0,0,F+,Eb-6,Esus47,0
8822,134,0,0,F+,Bb-6,F-6,0
8823,134,0,0,C6,F-6,F-6,0
8824,134,0,0,F+,F-6,F-6,0
8825,134,0,0,F+,C6,C6,0
8826,134,0,0,Gdim7,F-6,Bb6,0
8827,134,0,0,F+,C6,C6,0
8828,134,0,0,Bb-,Bb-6,C6,0
8829,134,0,0,F+,Eb-6,C-6,0
8830,134,0,0,Gdim7,Bb-6,F-6,0
8831,134,0,0,C6,C6,C6,0
8832,134,0,0,F+,F-6,F-,0
8833,134,0,0,Gdim7,Bb-6,C6,0
8834,134,0,0,F+,C6,C6,0
8835,134,0,0,Bb-,Bb-6,C6,0
8836,134,0,0,F+,Eb-6,Esus47,0
8837,134,0,0,C6,Bb-6,F-6,0
8838,134,0,0,F+,F-6,F-6,0
8839,134,0,0,F-6,C6,C6,0
8840,134,0,0,Bb6,Bb6,Bb6,0
8841,134,0,0,Ebm7b5,Ebm7b5,F-6,0
8842,134,0,0,Ebm7b5,Eb-6,D6,0
8843,134,0,0,Eb-6,Ab6,Bb6,0
8844,134,0,0,Ab6,Ab6,Ab6,0
8845,134,0,0,Dbm7b5,Dbm7b5,G6,0
8846,134,0,0,Gdim7,Bb-6,A6,0
8847,134,0,0,C6,C6,C6,0
8848,134,0,0,F+,F-6,F-6,0
8849,134,0,0,Gdim7,Bb-6,F-6,0
8850,134,0,0,F+,C6,C6,0
8851,134,0,0,Bb-,Bb-6,F-6,0
8852,134,0,0,F+,Eb-6,Esus47,0
8853,134,0,0,Gdim7,Bb-6,F-6,0
8854,134,0,0,C6,C6,C6,0
8855,134,0,0,F+,F-6,F-6,0
8856,134,0,0,Gdim7,Bb-6,C6,0
8857,134,0,0,F+,C6,C6,0
8858,134,0,0,Bb-,Bb-6,C6,0
8859,134,0,0,F+,Eb-6,Esus47,0
8860,134,0,0,C6,Bb-6,F-6,0
8861,134,0,0,F+,F-6,F6,0
8862,134,0,0,F+,C6,Bb6,0
8863,134,0,0,Gdim7,F-6,C6,0
8864,134,0,0,F+,C6,C6,0
8865,135,0,0,Eb6,Eb6,Eb6,0
8866,135,0,0,Bb6,Bb6,Bb6,0
8867,135,0,0,C-6,Eb6,Eb6,0
8868,135,0,0,F6,F6,F6,0
8869,135,0,0,Bb6,Bb6,Bb6,0
8870,135,0,0,Bb6,F6,F6,0
8871,135,0,0,Eb6,Eb6,Eb6,0
8872,135,0,0,Bb6,Bb6,Bb6,0
8873,135,0,0,C-6,Eb6,Eb6,0
8874,135,0,0,F6,F6,F6,0
8875,135,0,0,Bb6,Bb6,Bb6,0
8876,135,0,0,Bb6,F6,F6,0
8877,135,0,0,Eb6,Eb6,Eb6,0
8878,135,0,0,Bb6,Bb6,Bb6,0
8879,135,0,0,C-6,Eb6,Eb6,0
8880,135,0,0,F6,F6,F6,0
8881,135,0,0,Bb6,Bb6,Bb6,0
8882,135,0,0,Bb6,F6,F6,0
8883,135,0,0,Eb6,Eb6,Eb6,0
8884,135,0,0,Bb6,Bb6,Bb6,0
8885,135,0,0,C-6,Eb6,Eb6,0
8886,135,0,0,F6,F6,F6,0
8887,135,0,0,Bb6,Bb6,Bb6,0
8888,135,0,0,Bb6,F6,Eb6,0
8889,136,0,0,Bb6,Bb6,Bb6,0
8890,136,0,0,F6,F6,F6,0
8891,136,0,0,Bb6,Bb6,Bb6,0
8892,136,0,0,F6,F6,F6,0
8893,136,0,0,G-6,Bb6,Bb6,0
8894,136,0,0,F6,C6,C6,0
8895,136,0,0,D-6,Bb6,Bb6,0
8896,136,0,0,G-6,G6,G-6,0
8897,136,0,0,C6,C6,C6,0
8898,136,0,0,F6,F6,F6,0
8899,136,0,0,Bb6,Bb6,Bb6,0
8900,136,0,0,F6,F6,F6,0
8901,136,0,0,Bb6,Bb6,Bb6,0
8902,136,0,0,F6,F6,F6,0
8903,136,0,0,G-6,Bb6,Bb6,0
8904,137,0,0,Adim7,Bb6,F-6,0
8905,137,0,0,D6,D6,Ab-6,0
8906,137,0,0,Ebm7b5,Gm7b5,Gm7b5,0
8907,137,0,0,Gdim7,D6,Bb6,0
8908,137,0,0,C6,C6,A-6,0
8909,137,0,0,F6,F-6,A-6,0
8910,137,0,0,F-6,Bb6,Bbm7b5,0
8911,137,0,0,Bb6,Bb6,Bb6,0
8912,137,0,0,G-6,Ebm7b5,Ebm7b5,0
8913,137,0,0,F#-,C6,C6,0
8914,137,0,0,F-6,F-6,F-6,0
8915,137,0,0,Bb6,Bb6,Bb6,0
8916,137,0,0,Ebm7b5,Ebm7b5,Ebm7b5,0
8917,137,0,0,Adim7,F-6,Eb-6,0
8918,137,0,0,D6,D6,D6,0
8919,137,0,0,Ebm7b5,G-6,G6,0
8920,137,0,0,Gdim7,D6,F-6,0
8921,137,0,0,C6,C6,F-6,0
8922,137,0,0,C6,F-6,F-6,0
8923,137,0,0,F6,F-6,F-6,0
8924,137,0,0,F-6,Bb6,Bb6,0
8925,137,0,0,Bb6,Bb6,Bb6,0
8926,137,0,0,Bb6,Ebm7b5,Ebm7b5,0
8927,137,0,0,F-6,Ebm7b5,Ebm7b5,0
8928,137,0,0,Ab-6,Bb6,Bb6,0
8929,137,0,0,Db6,Db6,G-6,0
8930,137,0,0,Eb-maj7,G-6,F-6,0
8931,137,0,0,F-6,F-6,F-6,0
8932,137,0,0,Bb6,Bb6,Bb6,0
8933,137,0,0,Ebm7b5,Ebm7b5,Ebm7b5,0
8934,137,0,0,Adim7,F-6,D6,0
8935,137,0,0,D6,D6,D6,0
8936,137,0,0,Ebm7b5,G-6,G6,0
8937,137,0,0,Gdim7,D6,Bb6,0
8938,137,0,0,C6,C6,F-6,0
8939,137,0,0,C6,F-6,Fm7b5,0
8940,137,0,0,F6,F-6,Ab-6,0
8941,137,0,0,F-6,Bb6,Bbm7b5,0
8942,137,0,0,Bb6,Bb6,Bb6,0
8943,137,0,0,Bb6,Ebm7b5,Ebm7b5,0
8944,137,0,0,G-6,Ebm7b5,Ebm7b5,0
8945,137,0,0,F#-,C6,C6,0
8946,137,0,0,F-6,F-6,F-6,0
8947,137,0,0,Bb6,Bb6,Bb6,0
8948,137,0,0,Ebm7b5,Ebm7b5,Ebm7b5,0
8949,137,0,0,Adim7,F-6,Eb-6,0
8950,137,0,0,D6,D6,D6,0
8951,137,0,0,D6,G-6,G6,0
8952,137,0,0,Ebm7b5,G-6,G6,0
8953,137,0,0,Gdim7,D6,Bb-6,0
8954,137,0,0,C6,C6,F-6,0
8955,137,0,0,C6,F-6,F-6,0
8956,137,0,0,F6,F-6,F-6,0
8957,137,0,0,F-6,Bb6,Bb6,0
8958,137,0,0,Bb6,Bb6,Bb6,0
8959,137,0,0,Bb6,Ebm7b5,Ebm7b5,0
8960,137,0,0,F-6,Ebm7b5,Ebm7b5,0
8961,137,0,0,Ab-6,Bb6,Bb6,0
8962,137,0,0,Db6,Db6,Db6,0
8963,137,0,0,Eb-maj7,G-6,F-6,0
8964,138,0,0,C7,C6,C6,0
8965,138,0,0,Fdim7,Fm7b5,F-maj7,0
8966,138,0,0,Bb7,Bb6,Bb6,0
8967,138,0,0,Ddim7,Eb-6,G-6,0
8968,138,0,0,G7,G6,G7,0
8969,138,0,0,Cm7b5,C6,C-6,0
8970,138,0,0,Gdim7,C-6,F6,0
8971,138,0,0,C7,C6,C6,0
8972,138,0,0,Fdim7,Fm7b5,F-,0
8973,138,0,0,Bb7,Bb6,Bb6,0
8974,138,0,0,Ddim7,Eb-6,Ebm7b5,0
8975,138,0,0,G7,G6,G6,0
8976,138,0,0,Cm7b5,C-6,C-6,0
8977,138,0,0,C-6,C-6,C-6,0
8978,138,0,0,F6,F6,Ddim7,0
8979,138,0,0,Bbm7b5,Bbm7b5,Bbm7b5,0
8980,138,0,0,Ab6,D-6,Bbm7b5,0
8981,138,0,0,G6,G6,G6,0
8982,138,0,0,Gdim7,C6,C6,0
8983,138,0,0,C7,C6,C6,0
8984,138,0,0,Fdim7,C-6,F-6,0
8985,138,0,0,Bb7,Bb6,Bb6,0
8986,138,0,0,Ddim7,Eb-6,Ebm7b5,0
8987,138,0,0,G7,G6,G7,0
8988,138,0,0,Cm7b5,C-6,Abm7b5,0
8989,139,0,0,Gdim7,Bb6,Bb6,0
8990,139,0,0,F+,C6,C6,0
